#Index                     Name  Age   GPA         Career
   637          Lorraine Garcia   22  1.41        Biology
   638             Rhonda Vallo   23  2.06        Physics
   639        David Blankenship   25  3.46      Chemistry
   640           Doris Figueroa   20  1.93      Chemistry
   641         Steven Maruschak   27  2.37        Physics
   642          Jennifer Wilson   22  3.08        Biology
   643            Nakesha Manzi   20  2.84      Chemistry
   644             Carole Berry   21  0.25      Chemistry
   645          Bennie Ravenell   27  2.44        Physics
   646              Robert King   27  0.55        Biology
   647              Jason Smith   24  2.57        Biology
   648             Marvel Sword   25  0.05        Physics
   649              Heath Ewing   27  0.09      Chemistry
   650             Clifton Pond   23  1.63      Chemistry
   651             Steven Yager   22  1.33      Chemistry
   652             David Burger   21  2.94        Biology
   653           Raymond Deanda   25  1.08        Physics
   654              Daniel Rast   25  0.29      Chemistry
   655              Mary Steele   26  3.68        Biology
   656          Michael Cantara   26  3.90      Chemistry
   657           Evelyn Demarco   22  1.58      Chemistry
   658              Jayne Short   24  2.90        Physics
   659       Timothy Stephenson   21  1.32        Biology
   660            Clarence Yost   21  3.62      Chemistry
   661             Glenda Rowan   27  3.43        Biology
   662              David Hardy   25  1.41        Biology
   663           Fred Hernandez   27  0.43      Chemistry
   664             Tricia Rojas   23  3.45        Biology
   665          Desiree Kridler   26  2.27        Physics
   666            Ashley Lovett   22  1.16        Physics
   667               Betty Todd   22  0.48      Chemistry
   668            Judy Entriken   22  1.72      Chemistry
   669            Kathleen Pace   20  2.47        Biology
   670              Diana Smith   21  3.61      Chemistry
   671           Howard Brodeur   20  3.50        Physics
   672          David Legarreta   23  0.16        Physics
   673           Beverly Savory   21  2.48        Biology
   674           Michael Button   24  3.81        Biology
   675               Tracy Holt   25  2.09        Physics
   676            Roger Meffert   22  3.51        Physics
   677             Holli Vinson   21  2.98      Chemistry
   678            Daniel Seavey   25  1.48        Physics
   679            Joseph Carden   25  0.51        Biology
   680           Cheryl Barroso   23  0.91        Physics
   681              Lisa Morris   21  1.52      Chemistry
   682             Paula Alonzo   27  0.20        Biology
   683        Theodore Behrmann   20  3.01      Chemistry
   684              Carol Haydu   24  2.65        Biology
   685            Linda Mcclain   21  1.82        Biology
   686                Tom Lopez   26  1.08        Physics
   687           Minnie Solomon   24  3.73      Chemistry
   688             Kristy Boyer   22  1.74        Biology
   689              Paula Hardy   26  2.58        Biology
   690             Evelyn Davis   23  3.30        Physics
   691         Irving Villareal   20  2.88      Chemistry
   692           Ann Digregorio   24  0.22        Biology
   693               Mary Gouge   24  3.93      Chemistry
   694           Wilfredo Allen   23  2.41        Biology
   695              Katie Velez   23  2.36      Chemistry
   696        Thomas Stephenson   21  2.60        Physics
   697             Shannon Lake   27  1.28      Chemistry
   698             Donna Oleary   23  2.99      Chemistry
   699           Beverly Durant   21  0.53        Physics
   700            George Mosley   25  0.47        Physics
   701          Geneva Hennigan   27  0.58      Chemistry
   702               Dale Bates   23  3.12        Biology
   703           Christie Scott   27  3.45        Biology
   704          Robert Alderete   26  0.54        Biology
   705        Richard Auckerman   24  0.12        Biology
   706            Patrick Harpe   25  3.04        Biology
   707         Frederick Parish   23  1.91        Physics
   708          Raymond Walston   25  2.68        Biology
   709                Roy Hayes   24  2.49        Biology
   710             Mildred Duer   24  3.50        Biology
   711            Joseph Simons   21  1.42        Biology
   712         Catherine Carter   21  0.41        Biology
   713          Stephen Simpson   22  1.08        Biology
   714              Chanda Cain   23  1.24      Chemistry
   715              Carl Fritts   24  2.33        Physics
   716            Glenn Joubert   26  0.76        Physics
   717              John Blakes   26  3.31      Chemistry
   718           Michael Kagawa   24  3.49        Physics
   719            Trisha Mathis   22  2.74        Physics
   720           Kevin Williams   23  1.27        Physics
   721          Alyssa Peterson   25  3.56        Biology
   722               James Gary   26  2.55      Chemistry
   723            Rodney Corwin   20  0.63        Biology
   724              James Grady   22  1.20        Physics
   725             Judy Griffen   20  0.64        Biology
   726               Molly Kang   26  2.42        Biology
   727              Angela Parm   21  3.60        Physics
   728               Roger Hays   23  1.42        Biology
   729              Peggy Dirks   21  2.57      Chemistry
   730            Melvin Nobles   20  0.05        Biology
   731          Mark Barbagallo   21  1.39        Physics
   732             Gail Bittner   23  0.07        Physics
   733          Harry Lichlyter   22  1.01        Physics
   734         Kathrine Frisbee   23  3.18        Physics
   735              Bobby Walsh   24  3.43        Biology
   736          William Barrett   22  3.64      Chemistry
   737              Tommy Davis   23  2.11      Chemistry
   738              Cathy Ricks   27  1.09        Physics
   739            Wayne Aguilar   25  1.22        Physics
   740               Judy Lundy   21  1.21      Chemistry
   741             Reta Reynoso   26  1.74        Physics
   742        Jacqueline Pruitt   20  0.63        Biology
   743              Evelyn Heck   22  2.99        Biology
   744           Johanna Lococo   27  1.18      Chemistry
   745          Martha Mitchell   27  3.47        Physics
   746         Adrienne Hughley   25  1.02        Physics
   747               John Kawai   27  1.66      Chemistry
   748    Christopher Carpenter   23  0.51      Chemistry
   749             James Wooley   26  0.23        Physics
   750          Arcelia Mendoza   24  3.32        Biology
   751            Joseph Delcid   27  0.14      Chemistry
   752           Edward Coakley   22  1.23      Chemistry
   753              Sonia Sager   20  2.54        Physics
   754         Patricia Wheeler   22  2.99        Physics
   755          Veronica Ugalde   22  2.02      Chemistry
   756            Luis Reynolds   26  2.35        Physics
   757       Christopher Riches   24  2.84        Biology
   758             Margie Smith   24  0.72      Chemistry
   759             Grace Holmes   22  3.48      Chemistry
   760            Larry Escobar   25  3.98        Physics
   761             Taylor Noman   26  1.41      Chemistry
   762             Lisa Girdler   23  2.64        Physics
   763              Troy Ozment   21  3.04      Chemistry
   764          Rebecca Morring   27  1.86        Biology
   765              Marquis Cox   24  1.12      Chemistry
   766             Jody Acevedo   27  1.43        Physics
   767          Carolyn Grindle   25  1.94        Biology
   768            Nellie Benton   26  0.70      Chemistry
   769        Margaret Peterson   24  0.01      Chemistry
   770         James Manzanarez   26  1.45        Physics
   771             Amber Garcia   25  1.05        Physics
   772             Thomas White   24  2.95        Biology
   773            Kathryn Wizar   22  2.93        Biology
   774              Frank Ewing   26  2.58        Physics
   775              Jamie Terry   22  1.23      Chemistry
   776        Heather Henderson   22  3.79      Chemistry
   777           Theodore Weber   22  3.91      Chemistry
   778        Machelle Chasteen   27  3.80        Physics
   779         Richard Chestnut   26  0.09        Physics
   780          Carole Morrison   20  1.41      Chemistry
   781            Zachary Guzma   20  2.86      Chemistry
   782            Dorothy Ogami   22  0.72        Biology
   783            Sharon Wright   26  2.95        Biology
   784            Albert Hester   26  0.17        Physics
   785              Donald Diaz   26  0.07        Biology
   786         Catina Mccleskey   26  3.44      Chemistry
   787          Charles Hammett   26  2.08        Biology
   788              Keith Brown   21  2.70        Physics
   789       Gladys Baillargeon   23  0.85        Physics
   790          Dorothy Bingham   27  1.89        Physics
   791               Robin Sims   26  1.01        Physics
   792              Linda Clark   22  1.79        Physics
   793           Mark Vanwinkle   22  3.94        Biology
   794             George Smith   27  0.20        Physics
   795            Wayne Barrera   23  3.72      Chemistry
   796       Mercedes Steinberg   23  3.29      Chemistry
   797      Alejandra Claypoole   21  0.67      Chemistry
   798             Hiram Tucker   25  3.35      Chemistry
   799         William Esquivez   24  0.06        Physics
   800           Keith Williams   24  1.17        Biology
   801             Hugh Jenkins   24  3.35        Biology
   802            Robert Sutton   26  0.51      Chemistry
   803              Joan Kelley   24  3.56        Biology
   804             Gary Clement   26  0.83        Physics
   805              Betty Moses   24  1.08        Biology
   806           Frank Johnston   24  2.26      Chemistry
   807           Merle Williams   24  1.96        Physics
   808           Douglas Alegre   22  1.73        Physics
   809            Agnes Stephen   20  1.59        Biology
   810            Monte Herrera   21  3.17        Biology
   811              John Sutton   27  2.46        Physics
   812             Nettie Keena   27  1.72      Chemistry
   813         Rosalinda Groome   21  3.14      Chemistry
   814            Belinda Abner   27  3.92        Biology
   815            Thomas Barlow   21  1.80      Chemistry
   816         Christina Jaeger   20  2.05        Physics
   817            Amy Jefferson   20  0.13        Physics
   818           Bonnie Roberts   22  2.80        Physics
   819              Nicole Vogt   26  2.74        Biology
   820              Stacy Sandy   27  1.37      Chemistry
   821             Marcos Perry   25  0.29      Chemistry
   822           Martha Stewart   23  2.57        Biology
   823                 Ida Dick   24  2.93        Biology
   824         Ramona Watterson   23  2.48        Biology
   825                Amy Scott   21  3.22      Chemistry
   826           Dorothy Palmer   25  3.33        Biology
   827              Gregg Piper   25  0.10      Chemistry
   828           Ronald Roberts   21  0.78        Biology
   829          Kenneth Bertram   22  2.51      Chemistry
   830            Leann Damelio   25  0.26      Chemistry
   831               David Botz   24  0.69        Physics
   832            Daniel Wright   25  1.13        Biology
   833           Paul Carpenter   26  3.26        Physics
   834         Daryl Levenhagen   23  3.47        Physics
   835         Francis Guerrero   25  0.23        Biology
   836             Jean Randall   26  1.91      Chemistry
   837           Jonathan Murry   24  3.03      Chemistry
   838               Craig Bell   20  1.38      Chemistry
   839              Holly Brown   27  0.86        Biology
   840               Wanda Cole   24  2.98        Biology
   841               Jamie Belk   27  2.27        Biology
   842         Jeff Vanderhorst   26  3.81      Chemistry
   843            Lorena Rhoten   21  2.35      Chemistry
   844           Elizabeth Ross   27  1.89        Physics
   845            William Alter   20  2.58        Physics
   846          Lorraine Weible   26  3.89        Biology
   847             James Harris   27  1.93        Physics
   848        Barbara Fairbanks   25  1.40      Chemistry
   849             Jack Jackson   27  0.41      Chemistry
   850            Peter Santoro   27  0.94      Chemistry
   851          Bettie Chambers   23  0.34        Physics
   852             Elmer Sheets   22  2.55        Biology
   853            Terri Acevedo   27  0.77        Biology
   854           Kathy Schuster   24  3.77        Physics
   855            David Wardlow   21  2.39        Biology
   856              Brian Rivas   24  2.95        Physics
   857             Steve Harris   21  0.59        Physics
   858               Mary Banks   23  1.50        Physics
   859           Joseph Sanford   22  2.78        Biology
   860              George Meza   26  3.71        Biology
   861             Eva Bartlett   21  2.13        Physics
   862            Dollie Harris   25  3.34        Physics
   863               Kevin Geer   25  1.91        Biology
   864          Shelley Franqui   22  3.01        Biology
   865         Richard Crespino   27  2.32      Chemistry
   866            Marty Current   26  1.91      Chemistry
   867          Clarence Saugis   20  2.09        Physics
   868             Scott Toupin   25  1.51      Chemistry
   869               Tia Taylor   22  1.09        Biology
   870         Richard Congress   23  0.68      Chemistry
   871            Tomas Carrell   21  3.27        Biology
   872           Shirley Martin   22  0.07        Biology
   873              Eduardo May   20  0.88      Chemistry
   874         Robert Petterson   27  3.92        Biology
   875           Andrea Dowling   25  2.60        Biology
   876                Ann Weber   27  0.48        Biology
   877            Nancy Bejaran   21  1.80      Chemistry
   878              Lola Leabow   21  1.35        Biology
   879             Walter Ramey   21  1.84        Biology
   880          Migdalia Squire   24  0.65        Biology
   881                James Ray   26  1.46        Physics
   882         Michael Stouffer   25  1.57      Chemistry
   883           Melvin Messick   26  2.87        Biology
   884           Barbara Worley   25  2.95        Physics
   885              Marie Felix   22  0.04        Physics
   886           Henry Heinbach   21  0.67        Biology
   887             Henry Peeden   21  0.13        Physics
   888            James Hampton   25  0.03      Chemistry
   889         Donald Schreiner   20  3.56      Chemistry
   890        Demetrius Gardner   23  1.51        Biology
   891                Jean Khan   25  1.52        Biology
   892        Douglas Underwood   26  2.90        Biology
   893              Roberta Ham   24  3.05        Biology
   894           Brenda Desmith   24  1.14      Chemistry
   895           John Brannigan   20  2.04      Chemistry
   896           Delbert Martin   25  3.55        Biology
   897             Wanda Shorts   23  2.85      Chemistry
   898              Ruth Kirsch   22  0.82        Physics
   899          Allison Mcclurg   27  3.38      Chemistry
   900        Stephanie Sauders   20  0.71        Physics
   901             Robert Rosas   24  3.20        Physics
   902              Lois Hinton   24  3.21      Chemistry
   903            Mark Robinson   27  1.18      Chemistry
   904         Leonard Beaudoin   24  1.88        Physics
   905              Asha Wilson   23  3.50      Chemistry
   906           Joanne Richter   21  0.02        Biology
   907         Alexander Greene   25  2.16        Physics
   908         Jesus Mclaughlin   24  2.98        Physics
   909           Tommie Haywood   23  2.90      Chemistry
   910             Jean Chapman   25  3.76      Chemistry
   911             Carl Santana   25  0.46      Chemistry
   912          Sherman Hambric   21  3.83      Chemistry
   913           Michael Miller   23  1.17      Chemistry
   914          Stefanie Morris   20  2.30      Chemistry
   915          George Thompson   23  1.51        Biology
   916            Myrtle Hummel   21  1.04        Biology
   917            John Copeland   24  3.45        Biology
   918       Elizabeth Richards   20  3.20        Biology
   919              Paul Bryant   25  3.86        Biology
   920               John Clary   25  1.46        Biology
   921       Angela Chamberlain   20  3.84        Biology
   922             Thomas Covey   24  0.07        Physics
   923              Jose Nelson   22  0.92        Biology
   924            James Pickett   26  3.31        Biology
   925          Charles Andrews   25  2.06        Biology
   926             Mark Lindsay   27  0.13        Biology
   927         Veronica Stabler   22  3.27        Physics
   928        Jesse Silverstein   23  3.21        Biology
   929         Marjorie Degidio   22  3.80        Biology
   930          Michael Woodall   26  0.75        Physics
   931            Laura Tippens   24  1.74      Chemistry
   932           Richard Ribron   24  3.13        Biology
   933          Frances Mathews   26  2.99      Chemistry
   934           David Crawford   21  2.04        Biology
   935                Mary Orem   24  2.73      Chemistry
   936             Wendy Martis   20  1.70      Chemistry
   937        Ronald Williamson   26  2.94        Biology
   938          James Wallander   22  1.36      Chemistry
   939             Hilda Baxter   25  0.52        Physics
   940     Christopher Gonzales   21  0.16        Biology
   941             Vickie Adams   26  1.12        Physics
   942         Andrea Pamintuan   27  3.17      Chemistry
   943         Christopher Wood   27  2.02        Biology
   944        Meredith Armagost   25  3.09        Biology
   945              Rhonda Lebo   24  0.67      Chemistry
   946             Luisa Peyton   25  2.93        Biology
   947              John Guerra   25  3.90        Biology
   948           James Ashcraft   26  2.19      Chemistry
   949        Roberto Stapleton   27  2.12        Physics
   950             Todd Sherrer   27  1.23        Biology
   951          Francis Gaskill   26  3.52      Chemistry
   952          Frederick Yates   24  1.21        Biology
   953             Jo Garbarino   23  0.80        Biology
   954          Nadine Crockett   23  4.00        Biology
   955         Stephanie Vaughn   23  2.21      Chemistry
   956               Kent Beuth   22  3.76        Biology
   957             Karen Guzman   25  2.36      Chemistry
   958           David Philbert   25  0.59        Biology
   959            Joseph Tunson   26  0.07        Biology
   960             Violette Ott   24  3.87      Chemistry
   961           Samantha Story   26  3.32        Physics
   962           Bettie Davanzo   27  1.50        Physics
   963          Camille Jenness   22  3.67        Biology
   964             Shaneka Vice   26  2.04      Chemistry
   965         Virginia Russell   25  0.48        Biology
   966              Naomi Lewis   20  2.33        Biology
   967           Ruben Mcdivitt   21  2.27        Physics
   968           Rosemary Tyler   27  1.42        Physics
   969          Suzanne Sculley   20  3.96        Physics
   970             Katie France   27  0.24        Biology
   971           Latoya Anthony   25  1.90      Chemistry
   972            Clement Comee   22  0.64        Physics
   973            Judith Newsom   24  2.02        Physics
   974        Joseph Schumacher   20  0.38      Chemistry
   975            Edwardo Prado   27  3.92        Biology
   976             Kyong Riddle   25  3.66      Chemistry
   977            Lourdes Green   26  3.52      Chemistry
   978           Valarie Rogers   22  1.53      Chemistry
   979            Laura Kennedy   23  2.42      Chemistry
   980           Gloria Fuentes   25  0.60        Biology
   981               Mary Moran   26  3.93        Physics
   982           Mary Tarantino   26  1.57        Physics
   983            Frank Jackson   27  2.62        Biology
   984             Marcia Rodas   26  3.08        Physics
   985           Irene Valerius   22  3.33        Physics
   986          Germaine Wilson   22  0.28      Chemistry
   987         Yolanda Martinez   23  2.74        Biology
   988            Becky Mcguire   27  1.73      Chemistry
   989        Katherine Hawkins   25  0.16        Biology
   990            Consuelo Maio   20  0.91      Chemistry
   991              David Keats   23  1.06        Biology
   992          Samuel Nostrand   21  2.66        Physics
   993             Roy Yamazaki   21  2.46        Biology
   994             Jill Barrett   24  2.93        Physics
   995            Justine Booth   25  0.56        Physics
   996            Stephen Ayers   20  2.92        Physics
   997                Megan Poe   24  1.25        Physics
   998           Katrina Fisher   23  0.20        Biology
   999              Robert Wood   26  3.43        Physics
  1000               Carrie Dye   24  2.20        Physics
